type_check_failed,error_msgs
True,"File ""dummpy_input_file"", line 7, in fold: No attribute 'iteritems' on Dict[nothing, nothing] [attribute-error]"
True,"File ""dummpy_input_file"", line 12, in diff_map: No attribute 'name' on list [attribute-error]"
True,"File ""dummpy_input_file"", line 4, in has_unresolved_calls: Name 'b' is not defined [name-error]"
False,
True,"File ""dummpy_input_file"", line 5, in test_should_not_fail_with_hard_links: Name 'image' is not defined [name-error]"
False,
True,"File ""dummpy_input_file"", line 6, in startElement: Name 'rset' is not defined [name-error]"
False,
True,"File ""dummpy_input_file"", line 9, in addClusterTests: Name 'test' is not defined [name-error]"
False,
True,"File ""dummpy_input_file"", line 7, in test_resource_reference_success: Name 'ref' is not defined [name-error]"
False,
False,
True,"File ""dummpy_input_file"", line 8, in deduce_columns: Name 'value' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 7, in has_vary_header: Name 'existing_headers' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 16, in numSquares_bfs: unsupported operand type(s) for item retrieval: List[bool] and List[int] [unsupported-operands]"
True,"File ""dummpy_input_file"", line 6, in create_test_db_with_reuse: Name 'test_db_repr' is not defined [name-error]"
True,"File ""dummpy_input_file"", line 8, in load_initial_data: Name 'initial_data' is not defined [name-error]"
True,"File ""dummpy_input_file"", line 19, in __getitem__: Name 'entities' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 9, in test_comparison: Name 'b' is not defined [name-error]"
False,
False,
True,"File ""dummpy_input_file"", line 21, in _update_port_in_external_dns_service: Name 'dns_data_db' is not defined [name-error]"
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 7, in get_var: Name 'var' is not defined [name-error]"
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 7, in addPackage: Name 'packagesList' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 13, in _merge_by_size: Name 'parent' is not defined [name-error]"
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 12, in _get_addr_info: No attribute '_args' on int [attribute-error]"
True,"File ""dummpy_input_file"", line 12, in test_subnet_update_post_invalid_routes_three_entries: Name 'form_data' is not defined [name-error]"
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 23, in _sort_records_map: Name 'pool' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 19, in _process_provider_create: Name 'segments' is not defined [name-error]"
False,
True,"File ""dummpy_input_file"", line 4, in get_workers: Name 'driver' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 9, in test_rollback_and_commit: Name 'movies' is not defined [name-error]"
False,
True,"File ""dummpy_input_file"", line 16, in skip: No attribute '_job' on Dict[nothing, nothing] [attribute-error]"
True,"File ""dummpy_input_file"", line 5, in get_outgoing_link: Name 'link' is not defined [name-error]"
False,
False,
False,
True,"File ""dummpy_input_file"", line 6, in on_monitor: No attribute '_randomize' on None [attribute-error]"
False,
False,
False,
True,"File ""dummpy_input_file"", line 9, in feed: Name 'cur' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 26, in _construct_node: Name 'val' is not defined [name-error]"
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 7, in test_disallowedRegisterProducer: No attribute 'transport' on object [attribute-error]"
True,"File ""dummpy_input_file"", line 6, in main: No attribute 'errors' on unittest.runner.TextTestRunner [attribute-error]"
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 9, in test_many_to_many_plain: Name 'item_keywords' is not defined [name-error]"
True,"File ""dummpy_input_file"", line 5, in get_sql: No attribute 'limit' on str [attribute-error]"
False,
False,
True,"File ""dummpy_input_file"", line 28, in cond_merge_random_op: Name 'pairs' is not defined [name-error]"
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 9, in wheel_from_metadata: Function DistInfoDistribution.__init__ was called with the wrong arguments [wrong-arg-types]"
False,
False,
False,
True,"File ""dummpy_input_file"", line 17, in from_python: No attribute 'strides' on List[nothing] [attribute-error]"
False,
False,
False,
True,"File ""dummpy_input_file"", line 6, in test_uninstall_lost_host: Name 'down_node' is not defined [name-error]"
False,
True,"File ""dummpy_input_file"", line 5, in find_version: Name 'version_match' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 6, in processSocialData: Name 'friendList' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 6, in run: Name 'log' is not defined [name-error]"
True,"File ""dummpy_input_file"", line 15, in debug: Name 'frame' is not defined [name-error]"
False,
False,
True,"File ""dummpy_input_file"", line 26, in gcdist: unsupported operand type(s) for 'in': 'sigma: float' and 'i: int' [unsupported-operands]"
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 5, in _load_package: Name 'desc' is not defined [name-error]"
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 7, in test_data_types: unsupported operand type(s) for +: List[nothing] and int [unsupported-operands]"
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 7, in cancel_card_hold: Name 'result' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 9, in formfield: No attribute 'default' on Dict[str, Any] [attribute-error]"
False,
False,
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 7, in num_examples: Name 'stop' is not defined [name-error]"
False,
False,
True,"File ""dummpy_input_file"", line 9, in __str__: Name 'elm' is not defined [name-error]"
False,
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 5, in unmonitor: Name 'cmd' is not defined [name-error]"
False,
True,"File ""dummpy_input_file"", line 8, in test_noSetup_ok: Name 'my_runner' is not defined [name-error]"
False,
False,
False,
False,
True,"File ""dummpy_input_file"", line 7, in _matches: No attribute 'alive' on bool [attribute-error]"
True,"File ""dummpy_input_file"", line 19, in is_link: unsupported operand type(s) for item retrieval: 'header_parser: struct.Struct' and 'slice' [unsupported-operands]"
False,
True,"File ""dummpy_input_file"", line 14, in test_barchart_1: Name 'barchart_2' is not defined [name-error]"
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
False,
